27, 8, pa1-debug-f-output1.txt
  695.02,   582.77,   209.71
  696.02,   580.49,   334.68
  697.02,   578.2,   459.66
  691.29,   707.69,   212.02
  692.29,   705.41,   336.99
  693.29,   703.12,   461.97
  450.9,   448.5,   451.63
  451.09,   446.74,   576.62
  451.29,   444.98,   701.61
  447.79,   573.45,   453.4
  447.99,   571.69,   578.39
  448.18,   569.93,   703.37
  444.68,   698.4,   455.16
  444.88,   696.64,   580.15
  445.08,   694.88,   705.14
  575.86,   451.61,   451.48
  576.05,   449.85,   576.47
  576.25,   448.09,   701.46
  572.75,   576.56,   453.25
  572.95,   574.8,   578.23
  573.14,   573.04,   703.22
  569.64,   701.51,   455.01
  569.84,   699.75,   580.0
  570.04,   697.99,   704.99
  700.82,   454.72,   451.33
  701.02,   452.96,   576.31
  701.21,   451.2,   701.3
  697.71,   579.67,   453.09
  697.91,   577.91,   578.08
  698.11,   576.15,   703.07
  694.61,   704.62,   454.86
  694.8,   702.86,   579.84
  695.0,   701.1,   704.83
